ano,ndvi_i_invierno,ndvi_i_primavera,ndvi_i_verano,ndvi_i_otono,iv_malla_modi_id,nie_malla_modi_id,poblacion,grupo_poblacion
2006,3.15,2.85,3.13,2.73,152303,1637537,1,A
2007,2.54,3.39,3.35,2.96,152303,1637537,1,A
2008,1.02,2.65,2.76,1.89,152303,1637537,1,A
2009,1.53,3.14,3.45,2.93,152303,1637537,1,A
2010,1.14,3.28,3.27,2.73,152303,1637537,1,A
2011,2.10,3.05,3.14,2.60,152303,1637537,1,A
2012,1.62,2.80,3.29,2.68,152303,1637537,1,A
2000,1.71,4.01,2.76,2.96,152304,1637537,1,A
2001,3.55,3.87,2.75,1.87,152304,1637537,1,A
2002,1.44,4.09,3.29,3.04,152304,1637537,1,A
2003,3.17,3.93,3.42,2.66,152304,1637537,1,A
2004,3.03,3.55,3.05,2.63,152304,1637537,1,A
2005,1.84,3.55,3.17,2.55,152304,1637537,1,A
2006,3.33,3.02,3.13,2.86,152304,1637537,1,A
2007,2.86,3.72,3.45,2.91,152304,1637537,1,A
2008,1.05,3.44,2.86,2.13,152304,1637537,1,A
2009,1.54,3.41,3.56,3.11,152304,1637537,1,A
2010,1.42,3.60,3.47,2.78,152304,1637537,1,A
2011,2.20,3.38,3.25,2.61,152304,1637537,1,A
2012,1.74,3.14,3.51,2.87,152304,1637537,1,A
2000,1.92,4.15,2.83,3.10,152305,1637538,1,A
2001,3.59,4.13,2.69,2.01,152305,1637538,1,A
2002,1.45,4.35,3.44,3.35,152305,1637538,1,A
2003,3.73,4.22,3.59,2.83,152305,1637538,1,A
2004,3.19,3.64,2.98,2.81,152305,1637538,1,A
2005,1.86,3.64,3.38,2.65,152305,1637538,1,A
2006,3.58,3.23,3.15,3.05,152305,1637538,1,A
2007,2.81,4.02,3.32,2.91,152305,1637538,1,A
2008,1.16,3.57,2.90,2.43,152305,1637538,1,A
2009,1.73,3.90,3.68,3.21,152305,1637538,1,A
2010,1.69,4.06,3.43,2.89,152305,1637538,1,A
2011,2.34,3.70,3.31,2.68,152305,1637538,1,A
2012,1.87,3.70,3.48,2.98,152305,1637538,1,A
2000,2.17,4.06,2.88,2.99,152306,1637538,1,A
2001,3.65,3.99,2.77,1.99,152306,1637538,1,A
2002,1.64,4.30,3.47,3.31,152306,1637538,1,A
2003,3.52,4.06,3.59,2.71,152306,1637538,1,A
2004,3.37,3.68,3.25,2.83,152306,1637538,1,A
2005,2.33,3.58,3.36,2.67,152306,1637538,1,A
2006,3.54,3.22,3.37,2.91,152306,1637538,1,A
2007,3.01,3.98,3.56,2.96,152306,1637538,1,A
2008,1.34,3.77,3.02,2.55,152306,1637538,1,A
2009,1.91,3.91,3.64,3.08,152306,1637538,1,A
2010,2.24,4.14,3.62,2.83,152306,1637538,1,A
2011,2.42,3.66,3.51,2.66,152306,1637538,1,A
2012,1.99,3.80,3.59,2.83,152306,1637538,1,A
2000,2.54,3.94,2.94,2.88,152307,1637539,1,A
2001,3.43,3.88,2.83,1.95,152307,1637539,1,A
2002,1.93,4.18,3.71,2.80,152307,1637539,1,A
2003,3.52,3.88,3.69,2.81,152307,1637539,1,A
2004,3.01,3.62,3.37,2.91,152307,1637539,1,A
2005,2.37,3.68,3.47,2.72,152307,1637539,1,A
2006,3.49,3.26,3.40,2.83,152307,1637539,1,A
2007,3.23,3.77,3.74,2.96,152307,1637539,1,A
2008,1.50,3.87,3.17,2.69,152307,1637539,1,A
2009,2.07,3.86,3.84,3.09,152307,1637539,1,A
2010,2.31,4.01,3.72,2.78,152307,1637539,1,A
2011,2.44,3.65,3.59,2.74,152307,1637539,1,A
2012,1.99,3.82,3.66,2.80,152307,1637539,1,A
2000,2.64,3.88,2.78,2.87,152308,1637539,1,A
2001,3.22,3.94,2.71,1.85,152308,1637539,1,A
2002,1.96,4.21,3.73,2.74,152308,1637539,1,A
2003,3.51,3.86,3.70,2.79,152308,1637539,1,A
2004,2.96,3.56,3.41,2.87,152308,1637539,1,A
2005,2.33,3.65,3.58,2.60,152308,1637539,1,A
2006,3.28,3.24,3.58,2.80,152308,1637539,1,A
2007,3.20,3.77,3.72,3.02,152308,1637539,1,A
2008,1.39,3.78,3.00,2.67,152308,1637539,1,A
2009,2.19,3.74,3.74,2.88,152308,1637539,1,A
2010,2.42,4.05,3.71,2.79,152308,1637539,1,A
2011,2.50,3.63,3.53,2.71,152308,1637539,1,A
2012,2.10,3.70,3.68,2.92,152308,1637539,1,A
2000,2.61,3.82,2.74,2.92,152309,1637540,1,A
2001,3.20,3.81,2.78,1.84,152309,1637540,1,A
2002,2.03,3.93,3.62,2.78,152309,1637540,1,A
2003,3.52,3.76,3.72,2.66,152309,1637540,1,A
2004,2.89,3.52,3.20,2.76,152309,1637540,1,A
2005,2.21,3.68,3.47,2.54,152309,1637540,1,A
2006,3.34,3.15,3.46,2.79,152309,1637540,1,A
2007,3.21,3.74,3.62,2.87,152309,1637540,1,A
2008,1.74,3.78,2.91,2.66,152309,1637540,1,A
2009,2.31,3.65,3.66,2.91,152309,1637540,1,A
2010,2.78,4.05,3.60,2.82,152309,1637540,1,A
2011,2.39,3.53,3.49,2.61,152309,1637540,1,A
2012,2.05,3.60,3.50,2.92,152309,1637540,1,A
2000,2.44,3.66,2.59,2.70,152310,1637540,1,A
2001,3.22,3.66,2.66,1.77,152310,1637540,1,A
2002,1.99,3.85,3.32,2.67,152310,1637540,1,A
2003,3.42,3.52,3.45,2.51,152310,1637540,1,A
2004,2.87,3.40,2.98,2.77,152310,1637540,1,A
2005,2.20,3.54,3.24,2.53,152310,1637540,1,A
2006,3.32,3.02,3.24,2.72,152310,1637540,1,A
2007,3.12,3.51,3.52,2.80,152310,1637540,1,A
2008,1.85,3.63,2.79,2.55,152310,1637540,1,A
2009,2.30,3.55,3.43,2.76,152310,1637540,1,A
2010,2.70,3.82,3.40,2.77,152310,1637540,1,A
2011,2.44,3.38,3.23,2.51,152310,1637540,1,A
2012,2.16,3.55,3.42,2.70,152310,1637540,1,A
2000,2.58,3.49,2.47,2.74,152311,1637541,1,A
2001,3.09,3.52,2.55,1.74,152311,1637541,1,A
2002,1.96,3.70,3.15,2.79,152311,1637541,1,A
2003,3.32,3.45,3.28,2.50,152311,1637541,1,A
2004,2.80,3.19,2.77,2.76,152311,1637541,1,A
2005,2.05,3.31,3.10,2.49,152311,1637541,1,A
2006,3.29,2.87,3.08,2.72,152311,1637541,1,A
2007,2.97,3.38,3.27,2.73,152311,1637541,1,A
2008,2.07,3.62,2.62,2.47,152311,1637541,1,A
2009,2.40,3.37,3.28,2.79,152311,1637541,1,A
2010,2.72,3.56,3.15,2.68,152311,1637541,1,A
2011,2.24,3.27,3.07,2.60,152311,1637541,1,A
2012,2.19,3.39,3.27,2.71,152311,1637541,1,A
2000,2.46,3.44,2.36,2.65,152312,1637541,1,A
2001,3.08,3.53,2.38,1.70,152312,1637541,1,A
2002,2.08,3.60,3.02,2.76,152312,1637541,1,A
2003,3.17,3.62,3.12,2.45,152312,1637541,1,A
2004,2.77,3.17,2.67,2.40,152312,1637541,1,A
2005,1.88,3.29,3.01,2.44,152312,1637541,1,A
2006,3.26,2.82,2.99,2.72,152312,1637541,1,A
2007,2.82,3.26,3.12,2.74,152312,1637541,1,A
2008,1.76,3.51,2.42,2.37,152312,1637541,1,A
2009,2.38,3.24,3.21,2.82,152312,1637541,1,A
2010,2.53,3.39,3.15,2.66,152312,1637541,1,A
2011,2.11,3.16,2.92,2.56,152312,1637541,1,A
2012,2.20,3.51,3.16,2.72,152312,1637541,1,A
2000,2.29,3.49,2.36,2.69,152313,1637542,1,A
2001,3.15,3.49,2.35,1.75,152313,1637542,1,A
2002,1.96,3.64,2.94,2.78,152313,1637542,1,A
2003,2.78,3.73,3.15,2.32,152313,1637542,1,A
2004,2.72,3.12,2.62,2.34,152313,1637542,1,A
2005,1.84,3.30,3.05,2.52,152313,1637542,1,A
2006,3.34,2.88,2.95,2.81,152313,1637542,1,A
2007,2.63,3.44,3.08,2.80,152313,1637542,1,A
2008,1.63,3.29,2.44,2.23,152313,1637542,1,A
2009,2.04,3.36,3.14,2.72,152313,1637542,1,A
2010,2.27,3.38,3.05,2.77,152313,1637542,1,A
2011,1.94,3.13,2.93,2.58,152313,1637542,1,A
2012,2.02,3.52,3.12,2.73,152313,1637542,1,A
2000,2.19,3.48,2.33,2.54,152314,1637542,1,A
2001,3.15,3.53,2.33,1.79,152314,1637542,1,A
2002,1.54,3.47,2.93,2.66,152314,1637542,1,A
2003,2.63,3.64,3.15,2.28,152314,1637542,1,A
2004,2.37,3.01,2.64,2.32,152314,1637542,1,A
2005,1.90,3.18,3.10,2.51,152314,1637542,1,A
2006,3.21,2.77,2.92,2.74,152314,1637542,1,A
2007,2.67,3.39,3.13,2.84,152314,1637542,1,A
2008,1.57,3.17,2.37,2.25,152314,1637542,1,A
2009,1.97,3.31,3.11,2.69,152314,1637542,1,A
2010,2.00,3.47,3.04,2.69,152314,1637542,1,A
2011,2.05,3.04,2.81,2.56,152314,1637542,1,A
2012,1.92,3.31,3.03,2.64,152314,1637542,1,A
2000,1.72,3.66,2.83,2.98,151623,1635134,1,A
2001,3.22,3.58,2.78,1.76,151623,1635134,1,A
2002,1.39,3.67,3.47,3.09,151623,1635134,1,A
2003,2.64,3.54,3.66,2.73,151623,1635134,1,A
2004,1.92,3.45,3.13,2.61,151623,1635134,1,A
2005,1.65,3.03,3.42,2.75,151623,1635134,1,A
2006,3.23,2.96,3.41,3.01,151623,1635134,1,A
2007,2.47,3.57,3.49,3.03,151623,1635134,1,A
2008,1.06,2.72,3.01,2.00,151623,1635134,1,A
2009,1.56,3.20,3.47,2.77,151623,1635134,1,A
2010,1.20,3.46,3.46,2.85,151623,1635134,1,A
2011,1.97,3.42,3.44,2.68,151623,1635134,1,A
2012,1.61,3.17,3.61,2.80,151623,1635134,1,A
2000,1.69,3.63,2.75,2.85,151624,1635135,1,A
2001,3.48,3.65,2.65,1.73,151624,1635135,1,A
2002,1.45,3.75,3.50,3.16,151624,1635135,1,A
2003,2.73,3.78,3.43,2.67,151624,1635135,1,A
2004,2.47,3.45,2.91,2.52,151624,1635135,1,A
2005,1.68,3.18,3.26,2.67,151624,1635135,1,A
2006,3.12,2.98,3.18,2.90,151624,1635135,1,A
2007,2.52,3.52,3.40,2.97,151624,1635135,1,A
2008,1.10,2.66,2.74,2.00,151624,1635135,1,A
2009,1.58,3.34,3.53,2.97,151624,1635135,1,A
2010,1.25,3.59,3.53,2.78,151624,1635135,1,A
2011,2.08,3.38,3.13,2.71,151624,1635135,1,A
2012,1.63,3.33,3.42,2.83,151624,1635135,1,A
2000,1.74,4.10,2.68,3.02,151625,1635135,1,A
2001,3.63,3.93,2.66,1.95,151625,1635135,1,A
2002,1.58,3.95,3.33,3.23,151625,1635135,1,A
2003,3.27,3.95,3.42,2.68,151625,1635135,1,A
2004,2.94,3.59,2.98,2.65,151625,1635135,1,A
2005,1.73,3.18,3.05,2.62,151625,1635135,1,A
2006,3.28,3.04,3.01,2.84,151625,1635135,1,A
2007,2.71,3.63,3.26,2.90,151625,1635135,1,A
2008,1.13,3.27,2.78,2.06,151625,1635135,1,A
2009,1.65,3.66,3.31,3.06,151625,1635135,1,A
2010,1.49,3.80,3.23,2.86,151625,1635135,1,A
2011,2.11,3.53,3.18,2.63,151625,1635135,1,A
2012,1.78,3.44,3.34,2.96,151625,1635135,1,A
2000,2.18,4.05,2.62,3.03,151626,1635136,1,A
2001,3.61,4.11,2.55,2.02,151626,1635136,1,A
2002,1.61,4.09,3.27,3.37,151626,1635136,1,A
2003,3.61,4.15,3.41,2.76,151626,1635136,1,A
2004,3.02,3.66,2.96,2.78,151626,1635136,1,A
2005,1.83,3.50,3.04,2.68,151626,1635136,1,A
2006,3.44,3.15,2.96,2.96,151626,1635136,1,A
2007,2.76,3.68,3.23,2.94,151626,1635136,1,A
2008,1.23,3.43,2.74,2.39,151626,1635136,1,A
2009,1.82,3.86,3.35,3.09,151626,1635136,1,A
2010,1.92,3.97,3.25,2.84,151626,1635136,1,A
2011,2.16,3.67,3.10,2.60,151626,1635136,1,A
2012,1.95,3.63,3.39,2.95,151626,1635136,1,A
2000,2.35,3.95,2.80,3.01,151627,1635136,1,A
2001,3.58,3.99,2.75,2.00,151627,1635136,1,A
2002,1.64,4.02,3.31,3.08,151627,1635136,1,A
2003,3.60,3.89,3.51,2.59,151627,1635136,1,A
2004,3.26,3.57,3.11,2.90,151627,1635136,1,A
2005,2.25,3.58,3.25,2.70,151627,1635136,1,A
2006,3.46,3.08,3.35,2.86,151627,1635136,1,A
2007,3.00,3.78,3.43,3.00,151627,1635136,1,A
2008,1.32,3.53,2.80,2.51,151627,1635136,1,A
2009,1.81,3.78,3.59,3.09,151627,1635136,1,A
2010,2.09,3.94,3.38,2.79,151627,1635136,1,A
2011,2.32,3.63,3.20,2.52,151627,1635136,1,A
2012,2.00,3.60,3.51,2.75,151627,1635136,1,A
2000,2.63,3.95,2.79,3.08,151628,1635137,1,A
2001,3.55,4.03,2.90,1.89,151628,1635137,1,A
2002,1.91,4.03,3.68,2.81,151628,1635137,1,A
2003,3.79,3.95,3.71,2.91,151628,1635137,1,A
2004,3.38,3.72,3.38,2.98,151628,1635137,1,A
2005,2.42,3.76,3.62,2.74,151628,1635137,1,A
2006,3.56,3.18,3.59,2.94,151628,1635137,1,A
2007,3.25,3.85,3.67,2.99,151628,1635137,1,A
2008,1.55,3.58,3.10,2.74,151628,1635137,1,A
2009,1.93,3.74,3.81,3.08,151628,1635137,1,A
2010,2.53,3.95,3.65,2.87,151628,1635137,1,A
2011,2.46,3.67,3.49,2.77,151628,1635137,1,A
2012,1.99,3.72,3.76,2.88,151628,1635137,1,A
2000,2.75,3.92,2.85,3.01,151629,1635137,1,A
2001,3.45,4.01,3.01,1.91,151629,1635137,1,A
2002,2.07,4.15,3.86,3.17,151629,1635137,1,A
2003,3.85,3.99,3.79,2.90,151629,1635137,1,A
2004,3.42,3.72,3.41,3.07,151629,1635137,1,A
2005,2.51,3.79,3.69,2.74,151629,1635137,1,A
2006,3.51,3.21,3.64,3.00,151629,1635137,1,A
2007,3.43,3.91,3.75,2.96,151629,1635137,1,A
2008,1.77,3.92,3.11,2.77,151629,1635137,1,A
2009,2.42,3.81,3.91,3.00,151629,1635137,1,A
2010,2.69,4.21,3.74,2.89,151629,1635137,1,A
2011,2.44,3.72,3.66,2.84,151629,1635137,1,A
2012,2.14,3.77,3.81,2.91,151629,1635137,1,A
2000,2.78,3.83,2.71,2.91,151630,1635138,1,A
2001,3.34,3.85,2.89,1.84,151630,1635138,1,A
2002,2.23,4.07,3.58,2.90,151630,1635138,1,A
2003,3.76,3.76,3.65,2.77,151630,1635138,1,A
2004,3.35,3.60,3.28,2.95,151630,1635138,1,A
2005,2.52,3.72,3.47,2.58,151630,1635138,1,A
2006,3.40,3.24,3.48,2.81,151630,1635138,1,A
2007,3.30,3.69,3.64,2.91,151630,1635138,1,A
2008,1.89,3.72,3.01,2.66,151630,1635138,1,A
2009,2.50,3.68,3.59,2.88,151630,1635138,1,A
2010,3.08,4.02,3.62,2.86,151630,1635138,1,A
2011,2.46,3.55,3.55,2.73,151630,1635138,1,A
2012,2.18,3.65,3.68,2.83,151630,1635138,1,A
2000,2.53,3.71,2.53,2.63,151631,1635138,1,A
2001,3.44,3.70,2.74,1.71,151631,1635138,1,A
2002,2.24,3.65,3.31,2.78,151631,1635138,1,A
2003,3.46,3.58,3.41,2.48,151631,1635138,1,A
2004,3.12,3.38,3.04,2.73,151631,1635138,1,A
2005,2.37,3.56,3.25,2.59,151631,1635138,1,A
2006,3.40,3.08,3.25,2.71,151631,1635138,1,A
2007,3.16,3.42,3.30,2.83,151631,1635138,1,A
2008,2.06,3.75,2.71,2.58,151631,1635138,1,A
2009,2.46,3.42,3.44,2.80,151631,1635138,1,A
2010,2.86,3.60,3.33,2.85,151631,1635138,1,A
2011,2.43,3.41,3.23,2.69,151631,1635138,1,A
2012,2.16,3.54,3.46,2.71,151631,1635138,1,A
2000,2.47,3.47,2.31,2.66,151632,1635139,1,A
2001,3.36,3.58,2.41,1.75,151632,1635139,1,A
2002,1.96,3.68,3.15,2.80,151632,1635139,1,A
2003,3.38,3.53,3.24,2.42,151632,1635139,1,A
2004,2.99,3.24,2.72,2.53,151632,1635139,1,A
2005,2.10,3.42,3.15,2.54,151632,1635139,1,A
2006,3.39,2.88,3.08,2.78,151632,1635139,1,A
2007,2.93,3.35,3.30,2.81,151632,1635139,1,A
2008,2.06,3.73,2.51,2.51,151632,1635139,1,A
2009,2.41,3.38,3.33,2.80,151632,1635139,1,A
2010,2.84,3.58,3.13,2.81,151632,1635139,1,A
2011,2.20,3.30,3.03,2.62,151632,1635139,1,A
2012,2.19,3.42,3.24,2.77,151632,1635139,1,A
2000,2.37,3.53,2.28,2.60,151633,1635139,1,A
2001,3.40,3.63,2.36,1.79,151633,1635139,1,A
2002,1.74,3.66,3.02,2.81,151633,1635139,1,A
2003,2.98,3.59,3.26,2.36,151633,1635139,1,A
2004,2.60,3.28,2.70,2.38,151633,1635139,1,A
2005,1.79,3.39,3.11,2.58,151633,1635139,1,A
2006,3.39,2.93,2.95,2.80,151633,1635139,1,A
2007,2.67,3.51,3.14,2.80,151633,1635139,1,A
2008,1.52,3.27,2.48,2.57,151633,1635139,1,A
2009,2.32,3.38,3.23,2.82,151633,1635139,1,A
2010,2.28,3.62,3.09,2.82,151633,1635139,1,A
2011,2.09,3.26,2.94,2.59,151633,1635139,1,A
2012,2.20,3.46,3.24,2.86,151633,1635139,1,A
2000,2.07,3.69,2.38,2.71,151634,1635140,1,A
2001,3.30,3.65,2.39,1.78,151634,1635140,1,A
2002,1.43,3.81,3.01,2.76,151634,1635140,1,A
2003,2.66,3.80,3.24,2.40,151634,1635140,1,A
2004,2.58,3.34,2.77,2.41,151634,1635140,1,A
2005,1.78,3.33,3.10,2.50,151634,1635140,1,A
2006,3.37,3.06,3.01,2.87,151634,1635140,1,A
2007,2.76,3.51,3.16,2.81,151634,1635140,1,A
2008,1.38,3.28,2.48,2.51,151634,1635140,1,A
2009,1.85,3.42,3.19,2.75,151634,1635140,1,A
2010,1.99,3.53,3.11,2.84,151634,1635140,1,A
2011,1.97,3.29,2.96,2.57,151634,1635140,1,A
2012,1.93,3.45,3.23,2.84,151634,1635140,1,A
2000,2.08,3.56,2.39,2.67,151635,1635140,1,A
2001,3.24,3.61,2.39,1.79,151635,1635140,1,A
2002,1.39,3.73,3.04,2.75,151635,1635140,1,A
2003,2.46,3.78,3.30,2.33,151635,1635140,1,A
2004,2.36,3.18,2.71,2.33,151635,1635140,1,A
2005,1.68,3.17,3.16,2.50,151635,1635140,1,A
2006,3.35,2.86,2.94,2.76,151635,1635140,1,A
2007,2.57,3.51,3.21,2.83,151635,1635140,1,A
2008,1.30,3.12,2.53,2.36,151635,1635140,1,A
2009,1.81,3.38,3.20,2.72,151635,1635140,1,A
2010,1.82,3.49,3.19,2.73,151635,1635140,1,A
2011,1.90,3.17,2.95,2.65,151635,1635140,1,A
2012,1.92,3.57,3.24,2.79,151635,1635140,1,A
2000,1.60,3.73,2.88,2.86,150942,1635133,1,A
2001,3.29,3.45,2.74,1.72,150942,1635133,1,A
2002,1.29,3.43,3.41,2.69,150942,1635133,1,A
2003,2.63,3.30,3.52,2.53,150942,1635133,1,A
2004,2.59,3.41,3.11,2.50,150942,1635133,1,A
2005,1.66,3.31,3.26,2.64,150942,1635133,1,A
2006,3.24,2.98,3.34,2.76,150942,1635133,1,A
2007,2.46,3.59,3.48,2.96,150942,1635133,1,A
2008,1.06,2.44,2.88,1.98,150942,1635133,1,A
2009,1.52,3.21,3.58,2.78,150942,1635133,1,A
2010,1.26,3.41,3.56,2.77,150942,1635133,1,A
2011,2.01,3.35,3.33,2.67,150942,1635133,1,A
2012,1.62,2.85,3.55,2.71,150942,1635133,1,A
2000,1.65,3.87,2.98,2.80,150943,1635134,1,A
2001,3.45,3.77,2.75,1.81,150943,1635134,1,A
2002,1.32,3.69,3.65,2.89,150943,1635134,1,A
2003,3.02,3.57,3.67,2.58,150943,1635134,1,A
2004,2.54,3.50,3.21,2.53,150943,1635134,1,A
2005,1.77,3.44,3.53,2.76,150943,1635134,1,A
2006,3.27,3.14,3.54,2.84,150943,1635134,1,A
2007,2.58,3.90,3.60,2.96,150943,1635134,1,A
2008,1.04,2.84,3.05,2.05,150943,1635134,1,A
2009,1.58,3.69,3.76,2.89,150943,1635134,1,A
2010,1.50,3.77,3.61,2.74,150943,1635134,1,A
2011,1.96,3.54,3.49,2.67,150943,1635134,1,A
2012,1.66,3.17,3.80,2.81,150943,1635134,1,A
2000,1.82,4.02,2.87,2.94,150944,1635134,1,A
2001,3.46,3.88,2.83,1.91,150944,1635134,1,A
2002,1.42,3.96,3.68,3.20,150944,1635134,1,A
2003,2.97,3.64,3.70,2.58,150944,1635134,1,A
2004,2.27,3.58,3.19,2.54,150944,1635134,1,A
2005,1.69,3.47,3.53,2.79,150944,1635134,1,A
2006,3.20,3.18,3.50,3.01,150944,1635134,1,A
2007,2.52,3.75,3.68,3.03,150944,1635134,1,A
2008,1.07,3.03,3.10,2.09,150944,1635134,1,A
2009,1.59,3.67,3.71,2.95,150944,1635134,1,A
2010,1.37,3.81,3.74,2.84,150944,1635134,1,A
2011,1.88,3.64,3.57,2.63,150944,1635134,1,A
2012,1.88,3.51,3.74,2.99,150944,1635134,1,A
2000,1.98,4.04,2.85,2.91,150945,1635135,1,A
2001,3.55,3.95,2.84,1.80,150945,1635135,1,A
2002,1.52,3.92,3.68,3.19,150945,1635135,1,A
2003,3.12,3.66,3.70,2.73,150945,1635135,1,A
2004,2.43,3.56,3.13,2.51,150945,1635135,1,A
2005,1.57,3.58,3.56,2.73,150945,1635135,1,A
2006,3.15,3.12,3.48,3.06,150945,1635135,1,A
2007,2.75,3.87,3.60,3.04,150945,1635135,1,A
2008,1.09,3.11,2.89,2.05,150945,1635135,1,A
2009,1.62,3.64,3.78,2.98,150945,1635135,1,A
2010,1.48,3.84,3.61,2.80,150945,1635135,1,A
2011,2.00,3.55,3.43,2.64,150945,1635135,1,A
2012,1.82,3.44,3.71,2.93,150945,1635135,1,A
2000,2.00,3.97,2.69,2.96,150946,1635135,1,A
2001,3.56,4.00,2.79,1.88,150946,1635135,1,A
2002,1.44,4.21,3.54,3.27,150946,1635135,1,A
2003,3.20,3.86,3.66,2.69,150946,1635135,1,A
2004,2.85,3.55,3.09,2.58,150946,1635135,1,A
2005,1.65,3.42,3.37,2.74,150946,1635135,1,A
2006,3.31,3.08,3.25,2.93,150946,1635135,1,A
2007,2.67,3.74,3.58,3.03,150946,1635135,1,A
2008,1.09,3.26,2.88,2.29,150946,1635135,1,A
2009,1.66,3.71,3.48,3.05,150946,1635135,1,A
2010,1.62,3.80,3.60,2.87,150946,1635135,1,A
2011,2.00,3.54,3.57,2.74,150946,1635135,1,A
2012,1.91,3.46,3.58,2.96,150946,1635135,1,A
2000,2.34,4.06,2.75,2.98,150947,1635136,1,A
2001,3.38,3.99,2.71,1.96,150947,1635136,1,A
2002,1.58,4.06,3.39,3.24,150947,1635136,1,A
2003,3.52,4.06,3.42,2.62,150947,1635136,1,A
2004,2.97,3.58,3.06,2.51,150947,1635136,1,A
2005,1.84,3.43,3.15,2.74,150947,1635136,1,A
2006,3.41,3.06,3.20,2.97,150947,1635136,1,A
2007,2.76,3.75,3.30,2.99,150947,1635136,1,A
2008,1.17,3.44,2.76,2.49,150947,1635136,1,A
2009,1.71,3.76,3.51,3.05,150947,1635136,1,A
2010,1.76,3.81,3.56,2.80,150947,1635136,1,A
2011,2.05,3.57,3.28,2.61,150947,1635136,1,A
2012,2.02,3.52,3.55,3.04,150947,1635136,1,A
2000,2.47,3.97,2.90,2.91,150948,1635136,1,A
2001,3.49,3.99,2.80,1.76,150948,1635136,1,A
2002,1.71,3.94,3.67,3.13,150948,1635136,1,A
2003,3.53,3.89,3.61,2.62,150948,1635136,1,A
2004,3.15,3.72,3.25,2.88,150948,1635136,1,A
2005,2.28,3.60,3.27,2.71,150948,1635136,1,A
2006,3.48,3.11,3.39,2.89,150948,1635136,1,A
2007,2.91,3.70,3.59,3.03,150948,1635136,1,A
2008,1.28,3.45,3.09,2.63,150948,1635136,1,A
2009,1.79,3.71,3.69,3.09,150948,1635136,1,A
2010,2.48,3.84,3.62,2.79,150948,1635136,1,A
2011,2.22,3.57,3.60,2.66,150948,1635136,1,A
2012,2.07,3.59,3.51,3.10,150948,1635136,1,A
2000,2.63,4.00,3.09,3.02,150949,1635137,1,A
2001,3.65,4.00,3.01,1.91,150949,1635137,1,A
2002,1.68,4.09,3.93,2.91,150949,1635137,1,A
2003,3.83,3.97,3.89,2.86,150949,1635137,1,A
2004,3.20,3.79,3.58,3.08,150949,1635137,1,A
2005,2.51,3.79,3.74,2.82,150949,1635137,1,A
2006,3.39,3.17,3.72,2.95,150949,1635137,1,A
2007,3.29,3.83,3.85,3.06,150949,1635137,1,A
2008,1.49,3.67,3.20,2.74,150949,1635137,1,A
2009,2.04,3.81,4.02,3.03,150949,1635137,1,A
2010,2.81,4.06,3.96,2.92,150949,1635137,1,A
2011,2.34,3.64,3.83,2.91,150949,1635137,1,A
2012,2.08,3.65,3.88,3.06,150949,1635137,1,A
2000,2.75,3.99,3.00,2.98,150950,1635137,1,A
2001,3.57,3.99,3.06,1.88,150950,1635137,1,A
2002,1.73,4.16,3.87,3.01,150950,1635137,1,A
2003,3.65,3.88,3.97,2.89,150950,1635137,1,A
2004,3.17,3.70,3.48,3.01,150950,1635137,1,A
2005,2.31,3.81,3.67,2.73,150950,1635137,1,A
2006,3.44,3.19,3.68,2.94,150950,1635137,1,A
2007,3.30,3.84,3.91,3.05,150950,1635137,1,A
2008,1.52,3.77,3.16,2.63,150950,1635137,1,A
2009,2.32,3.84,3.89,2.99,150950,1635137,1,A
2010,2.85,3.98,3.92,2.96,150950,1635137,1,A
2011,2.44,3.69,3.81,2.88,150950,1635137,1,A
2012,2.23,3.71,3.88,3.09,150950,1635137,1,A
2000,2.71,3.88,2.80,2.89,150951,1635138,1,A
2001,3.59,3.83,2.94,1.79,150951,1635138,1,A
2002,2.18,4.03,3.65,2.91,150951,1635138,1,A
2003,3.52,3.67,3.81,2.64,150951,1635138,1,A
2004,3.08,3.50,3.44,3.03,150951,1635138,1,A
2005,2.33,3.72,3.49,2.62,150951,1635138,1,A
2006,3.34,3.15,3.48,2.91,150951,1635138,1,A
2007,3.24,3.75,3.64,2.90,150951,1635138,1,A
2008,1.77,3.80,2.98,2.69,150951,1635138,1,A
2009,2.48,3.69,3.74,2.86,150951,1635138,1,A
2010,2.82,3.91,3.58,2.91,150951,1635138,1,A
2011,2.40,3.66,3.57,2.84,150951,1635138,1,A
2012,2.26,3.66,3.75,2.99,150951,1635138,1,A
2000,2.64,3.64,2.60,2.68,150952,1635138,1,A
2001,3.46,3.66,2.60,1.78,150952,1635138,1,A
2002,2.18,3.61,3.12,2.84,150952,1635138,1,A
2003,3.50,3.53,3.58,2.41,150952,1635138,1,A
2004,3.03,3.32,2.83,2.79,150952,1635138,1,A
2005,2.14,3.54,3.22,2.61,150952,1635138,1,A
2006,3.41,2.99,3.17,2.78,150952,1635138,1,A
2007,3.21,3.48,3.29,2.86,150952,1635138,1,A
2008,1.73,3.61,2.66,2.52,150952,1635138,1,A
2009,2.46,3.45,3.54,2.81,150952,1635138,1,A
2010,2.79,3.62,3.36,2.87,150952,1635138,1,A
2011,2.24,3.34,3.13,2.61,150952,1635138,1,A
2012,2.28,3.50,3.42,2.81,150952,1635138,1,A
2000,2.41,3.46,2.32,2.59,150953,1635139,1,A
