ano,ndvi_i_invierno,ndvi_i_primavera,ndvi_i_verano,ndvi_i_otono,iv_malla_modi_id,nie_malla_modi_id,poblacion,grupo_poblacion
2005,2.64,3.74,3.44,2.41,163121,1656730,2,B
2006,3.20,3.14,3.34,2.84,163121,1656730,2,B
2007,3.33,3.88,3.24,2.79,163121,1656730,2,B
2008,2.83,3.90,2.89,2.22,163121,1656730,2,B
2009,3.07,3.98,3.56,2.78,163121,1656730,2,B
2010,3.28,3.93,3.63,2.76,163121,1656730,2,B
2011,2.96,3.61,3.52,2.53,163121,1656730,2,B
2012,3.28,4.05,3.76,2.74,163121,1656730,2,B
2000,3.38,4.20,2.96,3.06,163122,1656730,2,B
2001,3.75,4.22,3.07,1.69,163122,1656730,2,B
2002,2.77,4.12,3.72,3.05,163122,1656730,2,B
2003,3.42,4.26,3.70,2.80,163122,1656730,2,B
2004,2.80,3.66,3.22,2.69,163122,1656730,2,B
2005,2.82,4.00,3.48,2.26,163122,1656730,2,B
2006,3.31,3.44,3.39,2.70,163122,1656730,2,B
2007,3.48,3.90,3.36,2.62,163122,1656730,2,B
2008,2.91,4.00,2.92,2.46,163122,1656730,2,B
2009,3.11,4.07,3.56,2.41,163122,1656730,2,B
2010,3.36,4.07,3.67,2.80,163122,1656730,2,B
2011,2.97,3.63,3.65,2.82,163122,1656730,2,B
2012,3.52,4.22,3.79,3.09,163122,1656730,2,B
2000,3.39,3.88,2.95,2.86,163123,1656731,2,B
2001,3.86,4.23,3.04,1.71,163123,1656731,2,B
2002,2.40,4.10,3.66,2.45,163123,1656731,2,B
2003,3.42,4.04,3.82,2.86,163123,1656731,2,B
2004,2.65,3.63,3.21,2.86,163123,1656731,2,B
2005,2.95,4.07,3.32,2.48,163123,1656731,2,B
2006,3.18,3.11,3.37,2.50,163123,1656731,2,B
2007,3.36,3.87,3.43,2.68,163123,1656731,2,B
2008,2.99,4.01,2.81,2.50,163123,1656731,2,B
2009,3.13,4.11,3.48,2.40,163123,1656731,2,B
2010,3.39,4.25,3.73,2.97,163123,1656731,2,B
2011,3.17,3.67,3.68,2.85,163123,1656731,2,B
2012,3.60,4.20,3.74,3.16,163123,1656731,2,B
2000,3.21,3.89,2.64,2.81,163124,1656731,2,B
2001,3.81,4.09,2.84,1.70,163124,1656731,2,B
2002,2.17,3.91,3.47,2.50,163124,1656731,2,B
2003,3.35,4.04,3.61,2.81,163124,1656731,2,B
2004,2.83,3.32,3.12,2.82,163124,1656731,2,B
2005,2.82,3.94,3.21,2.27,163124,1656731,2,B
2006,2.89,3.04,3.22,2.38,163124,1656731,2,B
2007,3.21,3.74,3.19,2.55,163124,1656731,2,B
2008,2.96,3.80,2.77,2.47,163124,1656731,2,B
2009,3.01,3.84,3.35,2.31,163124,1656731,2,B
2010,3.32,4.16,3.51,2.43,163124,1656731,2,B
2011,3.18,3.48,3.52,2.88,163124,1656731,2,B
2012,3.35,4.05,3.56,2.73,163124,1656731,2,B
2000,3.13,3.72,2.49,2.50,163125,1656732,2,B
2001,3.37,3.73,2.54,1.62,163125,1656732,2,B
2002,2.10,3.69,3.20,2.34,163125,1656732,2,B
2003,3.29,3.88,3.42,2.43,163125,1656732,2,B
2004,2.62,3.09,2.92,2.49,163125,1656732,2,B
2005,2.71,3.49,3.10,2.21,163125,1656732,2,B
2006,2.84,2.84,2.98,2.24,163125,1656732,2,B
2007,2.99,3.33,2.96,2.44,163125,1656732,2,B
2008,2.92,3.49,2.49,2.26,163125,1656732,2,B
2009,3.07,3.53,3.24,2.31,163125,1656732,2,B
2010,3.22,3.81,3.41,2.45,163125,1656732,2,B
2011,2.91,3.22,3.03,2.62,163125,1656732,2,B
2012,3.39,3.94,3.16,2.56,163125,1656732,2,B
2000,3.06,3.60,2.28,2.23,163126,1656732,2,B
2001,3.40,3.68,2.20,1.52,163126,1656732,2,B
2002,2.09,3.62,2.81,2.20,163126,1656732,2,B
2003,3.25,3.87,3.03,2.35,163126,1656732,2,B
2004,2.55,2.69,2.59,2.25,163126,1656732,2,B
2005,2.63,3.41,2.63,2.10,163126,1656732,2,B
2006,2.83,2.80,2.51,2.14,163126,1656732,2,B
2007,2.87,3.24,2.60,2.37,163126,1656732,2,B
2008,2.79,3.23,2.34,2.00,163126,1656732,2,B
2009,2.87,3.31,2.90,2.24,163126,1656732,2,B
2010,3.23,3.64,2.98,2.26,163126,1656732,2,B
2011,2.77,3.00,2.53,2.41,163126,1656732,2,B
2012,3.37,3.79,2.83,2.63,163126,1656732,2,B
2000,3.13,3.36,2.01,2.23,163127,1656733,2,B
2001,3.36,3.58,2.03,1.57,163127,1656733,2,B
2002,2.04,3.50,2.52,2.21,163127,1656733,2,B
2003,3.22,3.85,2.91,2.24,163127,1656733,2,B
2004,2.43,2.57,2.27,2.14,163127,1656733,2,B
2005,2.70,3.31,2.30,1.99,163127,1656733,2,B
2006,2.79,2.67,2.35,2.05,163127,1656733,2,B
2007,2.93,3.13,2.45,2.40,163127,1656733,2,B
2008,2.79,3.13,1.99,1.99,163127,1656733,2,B
2009,2.87,3.10,2.64,2.16,163127,1656733,2,B
2010,3.09,3.48,2.65,2.24,163127,1656733,2,B
2011,2.66,2.96,2.41,2.33,163127,1656733,2,B
2012,3.43,3.74,2.63,2.45,163127,1656733,2,B
2000,3.31,3.53,1.93,2.18,163128,1656733,2,B
2001,3.53,3.70,1.98,1.51,163128,1656733,2,B
2002,2.10,3.62,2.55,2.19,163128,1656733,2,B
2003,3.32,3.85,2.80,2.30,163128,1656733,2,B
2004,2.56,2.59,2.19,2.09,163128,1656733,2,B
2005,2.78,3.33,2.40,1.96,163128,1656733,2,B
2006,2.85,2.73,2.37,2.25,163128,1656733,2,B
2007,2.87,3.08,2.41,2.41,163128,1656733,2,B
2008,2.84,3.18,1.95,1.93,163128,1656733,2,B
2009,2.82,3.14,2.49,2.07,163128,1656733,2,B
2010,3.12,3.54,2.54,2.13,163128,1656733,2,B
2011,2.66,2.96,2.34,2.17,163128,1656733,2,B
2012,3.54,3.88,2.66,2.50,163128,1656733,2,B
2000,3.32,3.73,2.16,2.34,163129,1656734,2,B
2001,3.55,3.84,2.20,1.63,163129,1656734,2,B
2002,2.19,3.78,2.76,2.28,163129,1656734,2,B
2003,3.48,4.06,2.93,2.47,163129,1656734,2,B
2004,2.61,2.80,2.39,2.23,163129,1656734,2,B
2005,2.87,3.38,2.54,2.05,163129,1656734,2,B
2006,2.98,2.78,2.50,2.39,163129,1656734,2,B
2007,3.03,3.24,2.51,2.47,163129,1656734,2,B
2008,2.86,3.40,2.04,2.06,163129,1656734,2,B
2009,2.81,3.39,2.60,2.03,163129,1656734,2,B
2010,3.33,3.60,2.76,2.22,163129,1656734,2,B
2011,2.84,3.08,2.56,2.28,163129,1656734,2,B
2012,3.62,3.97,2.80,2.60,163129,1656734,2,B
2000,3.17,3.58,2.17,2.28,163130,1656734,2,B
2001,3.52,3.66,2.15,1.58,163130,1656734,2,B
2002,2.10,3.67,2.76,2.38,163130,1656734,2,B
2003,3.19,3.93,2.95,2.42,163130,1656734,2,B
2004,2.56,2.77,2.40,2.25,163130,1656734,2,B
2005,2.63,3.49,2.64,2.10,163130,1656734,2,B
2006,3.03,2.83,2.53,2.30,163130,1656734,2,B
2007,2.82,3.18,2.63,2.44,163130,1656734,2,B
2008,2.80,3.37,2.10,2.08,163130,1656734,2,B
2009,2.81,3.26,2.64,2.12,163130,1656734,2,B
2010,3.27,3.68,2.88,2.30,163130,1656734,2,B
2011,2.77,3.10,2.58,2.41,163130,1656734,2,B
2012,3.41,3.99,2.89,2.56,163130,1656734,2,B
2000,2.92,3.27,2.05,2.06,163131,1656735,2,B
2001,3.09,3.47,2.09,1.52,163131,1656735,2,B
2002,1.99,3.35,2.57,2.13,163131,1656735,2,B
2003,3.08,3.69,2.83,2.20,163131,1656735,2,B
2004,2.39,2.54,2.25,2.15,163131,1656735,2,B
2005,2.60,3.09,2.41,1.98,163131,1656735,2,B
2006,2.68,2.61,2.44,2.10,163131,1656735,2,B
2007,2.65,3.10,2.54,2.35,163131,1656735,2,B
2008,2.74,3.10,2.02,1.95,163131,1656735,2,B
2009,2.73,3.12,2.49,2.09,163131,1656735,2,B
2010,2.96,3.53,2.70,2.14,163131,1656735,2,B
2011,2.58,2.84,2.48,2.28,163131,1656735,2,B
2012,3.17,3.49,2.70,2.36,163131,1656735,2,B
2000,2.85,3.13,1.96,1.98,163132,1656735,2,B
2001,3.05,3.32,2.10,1.44,163132,1656735,2,B
2002,1.85,3.29,2.56,2.24,163132,1656735,2,B
2003,3.11,3.49,2.80,2.14,163132,1656735,2,B
2004,2.42,2.55,2.36,2.13,163132,1656735,2,B
2005,2.43,3.03,2.48,1.95,163132,1656735,2,B
2006,2.61,2.59,2.42,2.14,163132,1656735,2,B
2007,2.52,2.94,2.51,2.17,163132,1656735,2,B
2008,2.65,3.06,2.10,2.00,163132,1656735,2,B
2009,2.61,3.04,2.50,2.07,163132,1656735,2,B
2010,2.93,3.42,2.69,2.21,163132,1656735,2,B
2011,2.65,2.73,2.52,2.11,163132,1656735,2,B
2012,2.73,3.46,2.64,2.17,163132,1656735,2,B
2000,2.71,3.03,2.06,2.08,163133,1656736,2,B
2001,3.02,3.42,2.05,1.47,163133,1656736,2,B
2002,1.94,3.25,2.47,2.24,163133,1656736,2,B
2003,3.00,3.53,2.79,2.19,163133,1656736,2,B
2004,2.32,2.54,2.20,2.07,163133,1656736,2,B
2005,2.44,3.10,2.45,1.90,163133,1656736,2,B
2006,2.70,2.54,2.37,2.12,163133,1656736,2,B
2007,2.58,2.90,2.46,2.08,163133,1656736,2,B
2008,2.56,2.96,2.05,1.98,163133,1656736,2,B
2009,2.48,3.00,2.54,2.04,163133,1656736,2,B
2010,2.80,3.38,2.65,2.09,163133,1656736,2,B
2011,2.60,2.71,2.55,2.19,163133,1656736,2,B
2012,2.81,3.45,2.70,2.18,163133,1656736,2,B
2000,2.75,2.89,1.86,2.00,163134,1656736,2,B
2001,3.02,3.39,2.07,1.43,163134,1656736,2,B
2002,1.96,3.08,2.42,2.04,163134,1656736,2,B
2003,2.91,3.47,2.64,2.16,163134,1656736,2,B
2004,2.31,2.50,2.16,2.09,163134,1656736,2,B
2005,2.42,3.07,2.28,1.82,163134,1656736,2,B
2006,2.61,2.53,2.31,2.03,163134,1656736,2,B
2007,2.56,2.96,2.34,2.09,163134,1656736,2,B
2008,2.49,2.92,2.01,1.92,163134,1656736,2,B
2009,2.48,3.07,2.39,2.06,163134,1656736,2,B
2010,2.81,3.29,2.52,1.96,163134,1656736,2,B
2011,2.64,2.77,2.41,2.16,163134,1656736,2,B
2012,2.83,3.43,2.62,2.17,163134,1656736,2,B
2000,2.76,2.90,1.84,2.09,163135,1656737,2,B
2001,3.14,3.41,1.90,1.30,163135,1656737,2,B
2002,1.81,3.14,2.49,2.10,163135,1656737,2,B
2003,2.94,3.40,2.65,2.27,163135,1656737,2,B
2004,2.36,2.61,2.23,2.11,163135,1656737,2,B
2005,2.40,3.08,2.33,1.91,163135,1656737,2,B
2006,2.60,2.52,2.35,2.04,163135,1656737,2,B
2007,2.69,2.88,2.54,2.08,163135,1656737,2,B
2008,2.48,2.93,2.08,1.86,163135,1656737,2,B
2009,2.49,3.07,2.45,2.03,163135,1656737,2,B
2010,2.93,3.31,2.52,1.97,163135,1656737,2,B
2011,2.68,2.87,2.39,2.22,163135,1656737,2,B
2012,2.87,3.44,2.53,2.14,163135,1656737,2,B
2000,2.95,3.08,1.89,2.08,163136,1656737,2,B
2001,3.15,3.52,2.03,1.38,163136,1656737,2,B
2002,1.91,3.29,2.63,2.25,163136,1656737,2,B
2003,3.03,3.47,2.71,2.20,163136,1656737,2,B
2004,2.43,2.62,2.29,2.13,163136,1656737,2,B
2005,2.49,3.28,2.46,1.96,163136,1656737,2,B
2006,2.72,2.58,2.46,2.10,163136,1656737,2,B
2007,2.64,2.97,2.59,2.12,163136,1656737,2,B
2008,2.55,2.97,2.02,1.92,163136,1656737,2,B
2009,2.52,3.10,2.57,2.11,163136,1656737,2,B
2010,3.04,3.37,2.64,2.09,163136,1656737,2,B
2011,2.66,2.85,2.53,2.20,163136,1656737,2,B
2012,3.01,3.52,2.60,2.20,163136,1656737,2,B
2000,3.28,3.91,2.24,2.61,162440,1654327,2,B
2001,3.58,3.82,2.29,1.65,162440,1654327,2,B
2002,2.19,3.71,2.90,2.53,162440,1654327,2,B
2003,3.54,3.87,3.25,2.54,162440,1654327,2,B
2004,2.55,2.70,2.45,2.47,162440,1654327,2,B
2005,2.89,3.50,2.74,2.14,162440,1654327,2,B
2006,3.35,2.88,2.60,2.56,162440,1654327,2,B
2007,3.01,3.33,2.75,2.61,162440,1654327,2,B
2008,2.80,3.60,2.48,2.23,162440,1654327,2,B
2009,3.20,3.62,3.17,2.24,162440,1654327,2,B
2010,3.28,3.79,3.03,2.53,162440,1654327,2,B
2011,3.12,3.30,2.87,2.50,162440,1654327,2,B
2012,3.75,4.02,2.98,2.84,162440,1654327,2,B
2000,3.00,3.46,2.13,2.22,162441,1654327,2,B
2001,3.34,3.51,2.14,1.52,162441,1654327,2,B
2002,2.07,3.43,2.65,2.35,162441,1654327,2,B
2003,3.27,3.72,2.80,2.38,162441,1654327,2,B
2004,2.45,2.74,2.47,2.20,162441,1654327,2,B
2005,2.66,3.26,2.43,2.00,162441,1654327,2,B
2006,2.83,2.70,2.43,2.23,162441,1654327,2,B
2007,2.87,3.21,2.53,2.56,162441,1654327,2,B
2008,2.70,3.30,2.19,2.14,162441,1654327,2,B
2009,3.08,3.45,2.61,2.22,162441,1654327,2,B
2010,3.08,3.52,2.83,2.21,162441,1654327,2,B
2011,3.06,2.95,2.60,2.37,162441,1654327,2,B
2012,3.55,3.77,2.97,2.60,162441,1654327,2,B
2000,2.82,3.28,2.06,2.06,162442,1654328,2,B
2001,3.07,3.59,2.10,1.42,162442,1654328,2,B
2002,1.94,3.44,2.87,2.14,162442,1654328,2,B
2003,3.12,3.38,2.89,2.22,162442,1654328,2,B
2004,2.35,2.61,2.57,2.03,162442,1654328,2,B
2005,2.50,3.21,2.52,1.94,162442,1654328,2,B
2006,2.58,2.49,2.41,2.18,162442,1654328,2,B
2007,2.81,3.16,2.55,2.52,162442,1654328,2,B
2008,2.61,3.14,2.11,2.07,162442,1654328,2,B
2009,2.96,3.02,2.71,2.30,162442,1654328,2,B
2010,2.87,3.41,2.71,2.12,162442,1654328,2,B
2011,2.72,2.98,2.57,2.32,162442,1654328,2,B
2012,3.22,3.48,2.82,2.38,162442,1654328,2,B
2000,2.92,3.23,2.13,2.14,162443,1654328,2,B
2001,3.06,3.30,2.22,1.43,162443,1654328,2,B
2002,2.02,3.39,2.84,2.20,162443,1654328,2,B
2003,3.04,3.40,2.76,2.24,162443,1654328,2,B
2004,2.36,2.74,2.49,2.05,162443,1654328,2,B
2005,2.61,3.15,2.59,1.99,162443,1654328,2,B
2006,2.71,2.62,2.66,2.13,162443,1654328,2,B
2007,2.76,3.04,2.55,2.40,162443,1654328,2,B
2008,2.64,3.33,2.25,1.94,162443,1654328,2,B
2009,2.96,3.10,2.65,2.17,162443,1654328,2,B
2010,2.86,3.24,2.87,2.19,162443,1654328,2,B
2011,2.68,2.76,2.72,2.26,162443,1654328,2,B
2012,3.10,3.49,2.84,2.39,162443,1654328,2,B
2000,2.98,3.33,2.16,2.21,162444,1654329,2,B
2001,3.08,3.37,2.09,1.44,162444,1654329,2,B
2002,2.08,3.49,2.65,2.22,162444,1654329,2,B
2003,3.11,3.53,2.73,2.26,162444,1654329,2,B
2004,2.49,2.74,2.34,2.09,162444,1654329,2,B
2005,2.59,3.08,2.52,2.05,162444,1654329,2,B
2006,2.78,2.67,2.51,2.18,162444,1654329,2,B
2007,2.85,3.18,2.49,2.35,162444,1654329,2,B
2008,2.63,3.10,2.22,2.00,162444,1654329,2,B
2009,2.76,3.23,2.74,2.11,162444,1654329,2,B
2010,2.97,3.31,2.82,2.30,162444,1654329,2,B
2011,2.81,2.87,2.56,2.25,162444,1654329,2,B
2012,3.08,3.36,2.73,2.39,162444,1654329,2,B
2000,2.94,3.25,2.09,2.15,162445,1654329,2,B
2001,3.20,3.40,2.20,1.50,162445,1654329,2,B
2002,2.11,3.32,2.67,2.23,162445,1654329,2,B
2003,3.08,3.55,2.82,2.20,162445,1654329,2,B
2004,2.46,2.71,2.23,2.10,162445,1654329,2,B
2005,2.63,3.17,2.48,1.94,162445,1654329,2,B
2006,2.75,2.63,2.51,2.17,162445,1654329,2,B
2007,2.85,3.05,2.49,2.30,162445,1654329,2,B
2008,2.60,3.06,2.18,1.95,162445,1654329,2,B
2009,2.82,3.16,2.63,2.09,162445,1654329,2,B
2010,3.11,3.30,2.83,2.19,162445,1654329,2,B
2011,2.79,2.81,2.39,2.25,162445,1654329,2,B
2012,3.12,3.45,2.70,2.32,162445,1654329,2,B
2000,3.09,3.30,2.05,2.18,162446,1654330,2,B
2001,3.39,3.47,2.03,1.45,162446,1654330,2,B
2002,2.04,3.35,2.51,2.19,162446,1654330,2,B
2003,3.16,3.63,2.82,2.21,162446,1654330,2,B
2004,2.48,2.63,2.23,2.10,162446,1654330,2,B
2005,2.62,3.33,2.37,1.98,162446,1654330,2,B
2006,2.78,2.63,2.44,2.12,162446,1654330,2,B
2007,2.89,3.08,2.42,2.30,162446,1654330,2,B
2008,2.69,3.13,1.97,1.96,162446,1654330,2,B
2009,2.84,3.10,2.49,2.02,162446,1654330,2,B
2010,3.05,3.45,2.59,2.17,162446,1654330,2,B
2011,2.82,2.81,2.40,2.21,162446,1654330,2,B
2012,3.17,3.60,2.65,2.33,162446,1654330,2,B
2000,3.10,3.42,2.04,2.31,162447,1654330,2,B
2001,3.39,3.72,2.20,1.50,162447,1654330,2,B
2002,2.16,3.66,2.68,2.25,162447,1654330,2,B
2003,3.30,3.80,2.96,2.32,162447,1654330,2,B
2004,2.59,2.66,2.33,2.16,162447,1654330,2,B
2005,2.82,3.37,2.52,2.12,162447,1654330,2,B
2006,2.95,2.83,2.45,2.31,162447,1654330,2,B
2007,2.88,3.26,2.55,2.41,162447,1654330,2,B
2008,2.85,3.26,2.09,2.04,162447,1654330,2,B
2009,2.85,3.23,2.57,2.11,162447,1654330,2,B
2010,3.14,3.55,2.68,2.27,162447,1654330,2,B
2011,2.81,3.04,2.49,2.21,162447,1654330,2,B
2012,3.36,3.67,2.70,2.44,162447,1654330,2,B
2000,3.33,3.61,2.05,2.30,162448,1654331,2,B
2001,3.49,3.74,2.05,1.58,162448,1654331,2,B
2002,2.22,3.59,2.57,2.28,162448,1654331,2,B
2003,3.35,3.93,2.84,2.31,162448,1654331,2,B
2004,2.52,2.69,2.25,2.16,162448,1654331,2,B
2005,2.74,3.41,2.42,2.04,162448,1654331,2,B
2006,3.02,2.78,2.38,2.28,162448,1654331,2,B
2007,3.07,3.30,2.55,2.49,162448,1654331,2,B
2008,2.87,3.31,2.02,2.13,162448,1654331,2,B
2009,2.88,3.28,2.53,2.05,162448,1654331,2,B
2010,3.27,3.60,2.62,2.31,162448,1654331,2,B
2011,2.76,3.05,2.45,2.25,162448,1654331,2,B
2012,3.51,3.84,2.63,2.55,162448,1654331,2,B
2000,3.33,3.52,1.94,2.27,162449,1654331,2,B
2001,3.60,3.80,2.00,1.54,162449,1654331,2,B
2002,2.17,3.59,2.49,2.17,162449,1654331,2,B
2003,3.29,3.99,2.75,2.29,162449,1654331,2,B
2004,2.46,2.62,2.10,2.06,162449,1654331,2,B
2005,2.77,3.47,2.31,1.90,162449,1654331,2,B
2006,2.94,2.87,2.27,2.28,162449,1654331,2,B
2007,2.97,3.19,2.30,2.41,162449,1654331,2,B
2008,2.74,3.27,1.92,1.99,162449,1654331,2,B
2009,2.82,3.20,2.38,1.96,162449,1654331,2,B
2010,3.22,3.52,2.56,2.11,162449,1654331,2,B
2011,2.64,3.08,2.28,2.16,162449,1654331,2,B
2012,3.54,3.75,2.58,2.50,162449,1654331,2,B
2000,3.32,3.85,2.05,2.42,162450,1654332,2,B
2001,3.82,3.96,2.13,1.66,162450,1654332,2,B
2002,2.30,3.71,2.67,2.34,162450,1654332,2,B
2003,3.52,4.20,3.03,2.47,162450,1654332,2,B
2004,2.56,2.81,2.39,2.12,162450,1654332,2,B
2005,2.86,3.62,2.51,1.99,162450,1654332,2,B
2006,3.11,2.94,2.41,2.23,162450,1654332,2,B
2007,3.03,3.38,2.46,2.48,162450,1654332,2,B
2008,2.91,3.33,2.00,2.10,162450,1654332,2,B
2009,2.78,3.47,2.56,1.99,162450,1654332,2,B
2010,3.34,3.72,2.72,2.12,162450,1654332,2,B
2011,2.79,3.19,2.45,2.18,162450,1654332,2,B
2012,3.48,3.92,2.70,2.69,162450,1654332,2,B
2000,3.18,3.67,2.12,2.45,162451,1654332,2,B
2001,3.61,3.75,2.19,1.55,162451,1654332,2,B
2002,2.20,3.70,2.67,2.30,162451,1654332,2,B
2003,3.26,4.08,3.04,2.44,162451,1654332,2,B
2004,2.63,2.80,2.39,2.04,162451,1654332,2,B
2005,2.77,3.67,2.68,2.08,162451,1654332,2,B
2006,2.96,2.79,2.45,2.31,162451,1654332,2,B
2007,2.93,3.24,2.59,2.36,162451,1654332,2,B
2008,2.89,3.33,2.06,2.11,162451,1654332,2,B
2009,2.75,3.39,2.71,2.03,162451,1654332,2,B
2010,3.17,3.87,2.91,2.22,162451,1654332,2,B
2011,2.74,3.18,2.50,2.31,162451,1654332,2,B
2012,3.29,4.00,2.73,2.50,162451,1654332,2,B
2000,2.92,3.19,1.94,2.16,162452,1654333,2,B
2001,3.10,3.45,2.05,1.49,162452,1654333,2,B
2002,2.05,3.43,2.57,2.16,162452,1654333,2,B
2003,3.07,3.74,2.81,2.20,162452,1654333,2,B
2004,2.39,2.53,2.16,2.08,162452,1654333,2,B
2005,2.44,3.34,2.41,2.00,162452,1654333,2,B
2006,2.69,2.75,2.34,2.02,162452,1654333,2,B
2007,2.67,3.07,2.43,2.29,162452,1654333,2,B
2008,2.63,3.16,2.00,1.92,162452,1654333,2,B
2009,2.50,3.08,2.56,1.96,162452,1654333,2,B
2010,2.99,3.51,2.70,2.02,162452,1654333,2,B
2011,2.53,2.91,2.34,2.12,162452,1654333,2,B
2012,3.08,3.55,2.56,2.41,162452,1654333,2,B
2000,2.45,2.78,1.77,1.86,162453,1654333,2,B
2001,2.73,3.15,1.83,1.27,162453,1654333,2,B
2002,1.77,3.06,2.26,1.85,162453,1654333,2,B
2003,2.73,3.26,2.53,1.99,162453,1654333,2,B
2004,2.19,2.33,2.01,1.87,162453,1654333,2,B
2005,2.18,2.95,2.20,1.76,162453,1654333,2,B
2006,2.42,2.39,2.19,1.94,162453,1654333,2,B
2007,2.37,2.84,2.26,2.06,162453,1654333,2,B
2008,2.34,2.85,1.81,1.77,162453,1654333,2,B
2009,2.44,2.83,2.31,1.90,162453,1654333,2,B
2010,2.52,3.09,2.35,1.83,162453,1654333,2,B
2011,2.41,2.64,2.16,1.91,162453,1654333,2,B
2012,2.31,3.10,2.28,1.99,162453,1654333,2,B
2000,2.40,2.73,1.72,1.79,162454,1654334,2,B
2001,2.68,3.04,1.75,1.23,162454,1654334,2,B
2002,1.65,2.91,2.24,1.88,162454,1654334,2,B
2003,2.64,3.16,2.53,1.88,162454,1654334,2,B
2004,2.18,2.29,1.93,1.88,162454,1654334,2,B
2005,2.04,2.90,2.16,1.77,162454,1654334,2,B
2006,2.42,2.39,2.21,1.87,162454,1654334,2,B
2007,2.30,2.67,2.19,1.96,162454,1654334,2,B
2008,2.24,2.84,1.80,1.76,162454,1654334,2,B
2009,2.34,2.67,2.18,1.86,162454,1654334,2,B
2010,2.46,3.00,2.27,1.84,162454,1654334,2,B
2011,2.34,2.45,2.13,1.88,162454,1654334,2,B
2012,2.15,3.06,2.21,1.89,162454,1654334,2,B
2000,2.50,2.69,1.72,1.81,162455,1654334,2,B
2001,2.67,3.13,1.77,1.26,162455,1654334,2,B
2002,1.58,2.82,2.21,1.92,162455,1654334,2,B
2003,2.63,3.19,2.45,1.91,162455,1654334,2,B
2004,2.14,2.34,1.93,1.90,162455,1654334,2,B
2005,2.11,2.90,2.10,1.76,162455,1654334,2,B
2006,2.47,2.43,2.22,1.87,162455,1654334,2,B
2007,2.31,2.67,2.16,1.93,162455,1654334,2,B
2008,2.22,2.77,1.79,1.71,162455,1654334,2,B
2009,2.15,2.70,2.16,1.84,162455,1654334,2,B
2010,2.51,3.05,2.29,1.82,162455,1654334,2,B
2011,2.32,2.55,2.10,1.95,162455,1654334,2,B
2012,2.20,3.16,2.25,1.83,162455,1654334,2,B
2000,3.40,4.05,2.43,2.71,161761,1654327,2,B
2001,3.84,4.05,2.36,1.72,161761,1654327,2,B
2002,2.37,3.93,3.08,2.62,161761,1654327,2,B
2003,3.74,4.24,3.21,2.78,161761,1654327,2,B
2004,2.78,2.95,2.56,2.43,161761,1654327,2,B
2005,3.28,3.77,2.85,2.43,161761,1654327,2,B
2006,3.44,3.09,2.66,2.66,161761,1654327,2,B
2007,3.26,3.65,2.81,2.64,161761,1654327,2,B
2008,3.12,3.56,2.41,2.33,161761,1654327,2,B
2009,3.39,3.63,3.11,2.39,161761,1654327,2,B
2010,3.64,3.92,3.02,2.63,161761,1654327,2,B
2011,3.10,3.44,2.85,2.65,161761,1654327,2,B
2012,3.83,4.19,3.07,2.94,161761,1654327,2,B
2000,3.13,3.51,2.16,2.27,161762,1654327,2,B
2001,3.51,3.72,2.17,1.57,161762,1654327,2,B
2002,2.19,3.42,2.56,2.62,161762,1654327,2,B
2003,3.36,3.84,3.00,2.41,161762,1654327,2,B
2004,2.71,2.74,2.40,2.30,161762,1654327,2,B
2005,2.86,3.36,2.47,2.11,161762,1654327,2,B
2006,3.09,2.82,2.52,2.36,161762,1654327,2,B
2007,3.05,3.47,2.68,2.54,161762,1654327,2,B
2008,2.75,3.28,2.14,2.31,161762,1654327,2,B
2009,3.20,3.48,2.75,2.22,161762,1654327,2,B
2010,3.28,3.56,2.87,2.37,161762,1654327,2,B
2011,2.94,3.14,2.66,2.36,161762,1654327,2,B
2012,3.63,3.86,2.96,2.77,161762,1654327,2,B
2000,2.90,3.29,1.99,2.12,161763,1654328,2,B
2001,3.05,3.41,2.11,1.44,161763,1654328,2,B
2002,1.93,3.22,2.53,2.14,161763,1654328,2,B
2003,3.08,3.52,2.74,2.24,161763,1654328,2,B
2004,2.55,2.47,2.24,2.22,161763,1654328,2,B
2005,2.53,3.06,2.47,2.04,161763,1654328,2,B
2006,2.74,2.66,2.44,2.22,161763,1654328,2,B
2007,2.84,3.02,2.45,2.42,161763,1654328,2,B
2008,2.74,3.14,2.12,2.25,161763,1654328,2,B
2009,3.04,3.06,2.51,2.30,161763,1654328,2,B
2010,2.92,3.43,2.77,2.36,161763,1654328,2,B
2011,2.76,2.94,2.55,2.33,161763,1654328,2,B
2012,3.30,3.58,2.74,2.43,161763,1654328,2,B
2000,2.71,3.06,1.94,2.02,161764,1654328,2,B
2001,2.99,3.27,1.99,1.43,161764,1654328,2,B
2002,1.93,3.15,2.36,2.07,161764,1654328,2,B
2003,2.95,3.36,2.65,2.16,161764,1654328,2,B
2004,2.39,2.49,2.15,2.07,161764,1654328,2,B
2005,2.48,3.06,2.36,1.87,161764,1654328,2,B
2006,2.67,2.49,2.40,2.14,161764,1654328,2,B
2007,2.76,2.96,2.39,2.38,161764,1654328,2,B
2008,2.62,2.93,2.02,2.16,161764,1654328,2,B
2009,2.94,3.10,2.42,2.10,161764,1654328,2,B
2010,2.77,3.19,2.63,2.10,161764,1654328,2,B
2011,2.77,2.62,2.47,2.21,161764,1654328,2,B
2012,2.95,3.42,2.59,2.34,161764,1654328,2,B
